Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"RT USER: Mahasiswi dipaksa ngemot kontol Dosen sebelumndi entot, demi mendapatkan nilai yg terbaik di kelasnya \xf0\x9f\x98\xae\nURL",0,1,0,0,0,0,0,0,0,0,0,0
USER Emang saya setan? Kok bikin penasaran? Hahaha',0,1,0,0,0,0,0,0,0,0,0,0
"USER pernah, bentuknya mirip titit bocah tk'",0,1,0,0,0,0,0,0,0,0,0,0
USER Ngakak anjir',0,1,0,0,0,0,0,0,0,0,0,0
USER Barisan banci kamera klo kata ank zaman now mah \xf0\x9f\x98\x80',0,1,0,0,0,0,0,0,0,0,0,0
USER DM(di memek)maksudnya ndok',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: mesum ketahuan warga suruh lanjutin.. hahahaha \xf0\x9f\x98\x82\xf0\x9f\x98\x85 walaupun di kocok dan di emut tapi kontol nya puret gak bisa tegang..\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
USER apaan? mau nete?',0,1,0,0,0,0,0,0,0,0,0,0
"Pengen juga lagi ngentot diciumin gini, dimanjain gini ahhh idaman bgt topnya URL",0,1,0,0,0,0,0,0,0,0,0,0
Kunyuk ngapain \xf0\x9f\x98\x82 URL,0,1,0,0,0,0,0,0,0,0,0,0
USER Kalau ngepal kntl itu lo enak',0,1,0,0,0,0,0,0,0,0,0,0
"Jadi ceritanya lagi di Bali. Kenalan sama cewe , nanya nanya segala macem sampe akhirnya nanya kuliah. Ternyata dia kuliahnya di IKJ, eh fakultasnya FFTV, eh ternyata kating aing juga. Goblog dunia semakin little.'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Iyain aja gua, lama-lama kayak orang idiot ngobrol sama lu hyung.'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Aadren mengerti apa yang dirasakan puan itu. Pasti sangat menyakitkan. Apalagi melihat kekasihnya bersama orang lain. \n\n""Kau harus tegar. Kau tak boleh menangisi seorang bajingan yang tak sepantasnya kau tangisi.""'",0,1,0,0,0,0,0,0,0,0,0,0
"Gua juga benci sama orang bloon. Gua ngasih informasinya jelas banget ada hari, tanggal, waktu, tempat terus nanya lagi 'dimana tik acaranya? Jam berapa? Hari apa?' bgst!!! Tolol\xf0\x9f\x98\xa4""",0,1,0,0,0,0,0,0,0,0,0,0
Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt',0,1,0,0,0,0,0,0,0,0,0,0
"USER Aaaamiiiiiiinnnn....\nMudah-mudahan ga ada yang geblek trus riya' posting gaji 13/14 di timeline.""",0,1,0,0,0,0,0,0,0,0,0,0
Eh bodoh la porn acc JANGAN FOLLOW!!!!!!!!!',0,1,0,0,0,0,0,0,0,0,0,0
"USER E-eh\xe3\x85\xa1 memek aku gatal, kak. Kayaknya habis digigit serangga. Mau bantu kasih salep, gak?\n\n; tutupin memek pakai selimut'",0,1,0,0,0,0,0,0,0,0,0,0
"Jika member iKON membandingkan B.I dengan seekor binatang, maka B.I adalah monyet. Dia juga mirip karena pintar'",0,1,0,0,0,0,0,0,0,0,0,0
USER Iya peno sinting',0,1,0,0,0,0,0,0,0,0,0,0
mampus itu rp kji masih aja ngardus udah 2 taon w pantengin :(',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Ngentot yukkk',0,1,0,0,0,0,0,0,0,0,0,0
"Demi deh gw tuh paling demen sama cowo lawaq \xf0\x9f\x98\x82 \nSungjin,jae(walaupun lawakannya krik) semua member BTOB, lucas, dll......... \nDari pada cowok yg bejat bejat wkwkwk... Kalo ngeliat yg bad boy hanya sekedar main mata asekkk wkwkwk'",0,1,0,0,0,0,0,0,0,0,0,0
Pernah ngukur kntl sendiri nggak? Kira kira seberapa panjang?',0,1,0,0,0,0,0,0,0,0,0,0
USER Nyamber juga dong...\n\nKulit leher kering kurang vit C..Cupang\n\nKulit bokong kering kurang vit C..Cebok\n\nHidup kurang bahagia kurang vit C..Cewek/Cowok',0,1,0,0,0,0,0,0,0,0,0,0
"gimana dong goblo banget aku nih main screenshot story ig cowo yang abis sidang skripsi HAHAHA CACA EMANG BEGO BANGET, PANIK ASLI GIMANA INI\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",0,1,0,0,0,0,0,0,0,0,0,0
USER Gimana mainnya asw',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Ngewe di pantai kayaknya enak bro \xf0\x9f\x98\x82 USER USER USER USER #gayvid #gaylokal #ngentot\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
jangan biarkan orang idiot merusak moodmu',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER Pernah denger dulu, sebelum ada rumor itu katanya emang ada yang namanya matthew tapi bukan orang Indonesia. Nah itu dia yang bikin bingung, tiba-tiba muncul nama matthew soeharsono, yang sekolah di sini rumahnya disini. Sampe make foto martin tai kan'",0,1,0,0,0,0,0,0,0,0,0,0
"USER edan jauh2 dari pbg ke pwt hanya untuk ngeles:'''""",0,1,0,0,0,0,0,0,0,0,0,0
USER Gajian mesti kntl',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER Lah iya juga, perlu lah itu diselidik\nJarang ada yg ""sengaja follow"" akun tuyul tnpa alasan \xf0\x9f\x98\x81'",0,1,0,0,0,0,0,0,0,0,0,0
USER saya lengket seperti permen karet yg nempel di pantat guru',0,1,0,0,0,0,0,0,0,0,0,0
Tampaknya aku perlu ngentot tante\xc2\xb2 atau oma\xc2\xb2 \nSiapakah yg mau... USER atau USER atau USER URL,0,1,0,0,0,0,0,0,0,0,0,0
Kampret\n\nKemaren cepet2an beli sekarang dijual online \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 URL,0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Enak nih dientot kontol panjang URL,0,1,0,0,0,0,0,0,0,0,0,0
USER Mcm babi sial haaaa aku marah nii',0,1,0,0,0,0,0,0,0,0,0,0
"USER pernah berdiri diujung kolam, terus suruh sodara q ngedorong eh didorong beneran trs q nangis like gembel basah2 an. yg bego tuh syp :('",0,1,0,0,0,0,0,0,0,0,0,0
USER ya allah sejak kapan lu jadi babi dek??!!!! \n\ngpp ini maljum..giliran gue jaga lilin',0,1,0,0,0,0,0,0,0,0,0,0
USER iye anjir lu ngasih tau pw lu ke orang gak',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Sekarang yang gembel gembel twitter dan whatsapp chat gak jelas di whatsapp langsung block apa lagi yang bebencongan m\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
USER Pernah ngelakuin dosa apa ya anis dan sandi sampe di bully dan di rendahkan terus2an. Padahal masih bnyk orng yg jahat dan licik yg sebenarny lebih pantas di bully dan rendahkan. Dunia memang kejam kawan. \xf0\x9f\x98\xa7',0,0,0,0,0,0,0,0,0,0,0,0
Sebelumnya 3 bank BUMN tersebut meminjam uang dari China. Kepada publik pemerintah mengatakan pinjaman tersebut untuk bangun infrastruktur. Tapi nyatanya sebagian besar digunakan untuk memfasilitasi China menguasai Newmont. Ini adalah perbuatan kongkalik,0,0,0,0,0,0,0,0,0,0,0,0
USER onta ya bukan aku\xf0\x9f\x98\x92',0,0,0,0,0,0,0,0,0,0,0,0
"USER Kami juga berhak mengkritik kinerja DPR.lalu knp tiba"" terbit UU MD3?'",0,0,0,0,0,0,0,0,0,0,0,0
Ulama dukung USER ; #CakIminTheNextWapres; #JOIN2019; USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"Performancenya gada cacat/fals sedikitpun tbh. Panggungnya, konsepnya, apalagi efeknya keren banget woooooii'",0,0,0,0,0,0,0,0,0,0,0,0
"Saat ada tokoh yang bilang umat Muslim di negeri ini tertekan, sebagai Muslim saya melihat justru umat agama lain lebih tertekan.; ; Jumlah paling besar justru bikin kita makin egois, merasa punya hak lebih besar dibandingkan penganut agama lain.",0,0,0,0,0,0,0,0,0,0,0,0
"USER Daripada gak menikah sama sekali...daripada menyimpang LGBT!Menikahlah, hidup lebih berkah...Dunia sdh rusak dgn perzinahan kini ada gerakan stop perkawinan dini.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Pertamina rugi\nBPJS rugi\nGaruda rugi\nPLN rugi\nMayoritas BUMN rugi\nJalan tol pada ambruk\nBensin mahal\nListrik mahal\nPajak mencekik\nTelor mahal\nDaging mahal\nBeras impor\nGaram Impor\nCangkul impor\nTKA asing merajalela\n\nPRESTAS,0,0,0,0,0,0,0,0,0,0,0,0
USER Jaman P USER PBB gratis\nYg di anggap Aseng tapi trnyata lebih peduli dg rakyat kecil/pribumi...',0,0,0,0,0,0,0,0,0,0,0,0
"Atas dasar itulah, DPR diminta segera rampungkan revisi UU Terorisme untuk melindungi segenap bangsa Indonesia dari serangan keji teroris. #POLEMIKPemberantasanTerorisme'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Ternyata gak cuma gw yg pulsanya raib. Gw emang ngerasa sih kok kayanya indosat emang boros banget dan pulsa juga sering tib\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
"Lain betul mood ngantuk tapi kena bljr sbb bsk exam ni. Mouse nda function kena ampas, pen putus2 kena kasi patah terus. \xf0\x9f\x98\xa9'",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Aku punya sepupu yang pacaran ma pasangannya dari SD kali ya pas cinta monyet gitu, terus gedenya mereka kawin jadi #TemanTapiMe\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v',0,0,0,0,0,0,0,0,0,0,0,0
IHSG Dibuka Menguat ke Level 6.303,0,0,0,0,0,0,0,0,0,0,0,0
"pemilu langsung biar bwt milih presiden n dpr sj; capres pun biar tdk kyk kucing dlm karung, ; mgkn bisa bikin mekanisme baru yg lebih ok,; misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,",0,0,0,0,0,0,0,0,0,0,0,0
"USER Aku ra usah tak tutupi wis budek o mba, wkwkwk'",0,0,0,0,0,0,0,0,0,0,0,0
USER Telpon Pak USER .Masnya pas pilkada kemarkn milih pak USER ?Siapa tahu nasibnya spt USER .ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
Saya tau abang juga memuja &amp; memuji pak SBY saat menjadi Presiden &amp; skrg berganti ke pak jokowi bagi saya hal itu wajar2 saja tapi jangan sampai kebablasan ya Abangku Sayang.\xf0\x9f\x98\x81',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Kata Sembahyang mengadopsi tradisi lokal pada masa kerjaan Hindu.\n\nIstilah\xc2\xa0sembahyang\xc2\xa0pun lahir dari tradisi ritus\xc2\xa0menyembahHyang (Yang Tunggal), sama dengan\xc2\xa0shalat menyembah All",0,0,0,0,0,0,0,0,0,0,0,0
FRANKY MAU PRESIDEN BARU BAGAIMANA YG LAIN?.....,0,0,0,0,0,0,0,0,0,0,0,0
"USER Bingung membedakan mana yang hasil bisikan jin, iblis atau malaikat bahkan hasil pemikiran orang lain yg pernah singgah. \nHanya Tuhan yang paham. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0
"Sorre gengss; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Apa kalian panggil2 aku - me as kunti',0,0,0,0,0,0,0,0,0,0,0,0
USER Sian kalo eek jangan disini dong',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Baru akan\n...\nBelum.....\nKalopun jadu itu dibantu 4 bank asing..\nJadi ???',0,0,0,0,0,0,0,0,0,0,0,0
6) Yang dimaksud dengan Angkatan Kelima yang disampaikan PKI pada masa Demokrasi Terpimpin adalah \xe2\x80\xa6\nA) Laskar-laskar perjuangan yang dibentuk oleh para pemuda diberbagai daerah\nB) Kekuatan pertahanan diluar empat angkatan yang sudah ada',0,0,0,0,0,0,0,0,0,0,0,0
USER USER pemuka agama yahudi ra oleh nyambi po?',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Sebagai melayu kita haruslah meletakkan dosa pada tempatnya, sebagai contoh yang paling utama ialah tudung. Sewajarnya kita tek\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER Ini juga merembet ke ketersediaan bea siswa pemerintah asing...',0,0,0,0,0,0,0,0,0,0,0,0
USER //Deokspatch\nAmigo tv\nRight now\nNimdle\nYg di KBS gue lupa judul..sma yg cina korea apa gtu..lucu pokoknya',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Yang maksa si,0,0,0,0,0,0,0,0,0,0,0,0
"USER hallo bu dokter, yg ada persekusi muslim di papua, persekusi trhadap UAS di bali, FH di Manado, Mayoritas modal thd minoritas uang di nkri.. bukan mayoritas muslimmepersekusi minoritas cina , kristen dll.'",0,0,0,0,0,0,0,0,0,0,0,0
5 Hal Tak Mengenakkan yang Bisa Terjadi Saat Bercinta dan Cara Mengatasinya via USER,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Orang gila tanpa gangguan mental adalah orang yang paling logis\n(?)',0,0,0,0,0,0,0,0,0,0,0,0
"USER To name a few: trade war AS-China, suku bunga AS meningkat oleh The Fed, Trump\xe2\x80\x99s tax reform plan, instabilitas geopolitik, investor asing banyak narik dana lg dr pasar saham Indo.'",0,0,0,0,0,0,0,0,0,0,0,0
"Setiap yg bathil dan jahat wajib di lawan/diperangi walau dari ras apapun, china arab indo bulai yahudi. Maka dari itu tidak ada kekhususan maklum utk elite quraisy bila memang menjadi jahil dan batil. Adil'",0,0,0,0,0,0,0,0,0,0,0,0
"2,Dan mereka (Yahudi dan Nasrani) berkata: ""Sekali-kali tidak akan masuk surga kecuali orang-orang (yang'",0,0,0,0,0,0,0,0,0,0,0,0
USER Kita berharap ekonomi kita tdk terpengaruh oleh hirukpikuk politik dan angka kemiskinan bisa menurun,0,0,0,0,0,0,0,0,0,0,0,0
Buku Lawas&gt; Peranan Agama Dan Moral Dalam Pembangunan Masjarakat Dan Ekonomi Indonesia.; Sjafruddin Prawinegara. ; Th 1966; 32 Hal.Hrg 150.000. Minat?,0,0,0,0,0,0,0,0,0,0,0,0
aku recommended along untuk tengok cerita the danish girl pasal the first transgender in history yang berjaya ubah diri dia jadi perempuan with professional helps. \n\nalong: dia tu khunsa la.\nme: tengoklah! good movie tu.',0,0,0,0,0,0,0,0,0,0,0,0
USER itu kan american.culture bro jangan paksain nilai nilai aseng lah',0,0,0,0,0,0,0,0,0,0,0,0
FIFA siasat isu `suara monyet\xe2\x80\x99 aksi Perancis-Russia\nURL URL via SinarOnline',0,0,0,0,0,0,0,0,0,0,0,0
"Sejak thn 80an lg majlis fatwa kebangsaan telah menetapkan umat Islam haram terbabit dlm program zionis termasuklah kelab2 Rotary, Lion dsbnya",0,0,0,0,0,0,0,0,0,0,0,0
USER Hahahaha kau bom komen apa weyh?',0,0,0,0,0,0,0,0,0,0,0,0
Jatim anti berita Hoax Pilkada Damai,0,0,0,0,0,0,0,0,0,0,0,0
"- Misi1: Membangun manusia Jawa Barat yang memuliakan agama, sehat dan unggul #No3JabarAsyik #Asyikm3nang",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER HALO HANI BANI SWITI!\n\nKarena Keela akunnya sedanq sakit kita syoppinknya berduaan ia&gt;&lt;\n\nKeela nunty cekeu cekeu sini ia?!\n\nMonggo, perkamennya suda siap Hani?!'",0,0,0,0,0,0,0,0,0,0,0,0
"REKAM JEJAK USER, Pendidikan Formal 1. Fakultas Ekonomi, Universitas Gajah Mada #SiapaAniesSandi",0,0,0,0,0,0,0,0,0,0,0,0
Seblak = pusing/mencret',0,0,0,0,0,0,0,0,0,0,0,0
USER Sy blg smua yg dtg dari nabi itu sunnah. Amalkan yg msh relevan.\n\nRelevansinya itu APAKAH SUNNAH INI MEMBUAT MUDHARAT APA GAK?\nEx: kemana2 naik onta.\n\nKlo GAK SESUAI DGN KHANAZAH LOKAL TP GAK ADA MUDHARATNYA ya TTP BS DI AMALKAN.\n\nGa usah,0,0,0,0,0,0,0,0,0,0,0,0
Presiden USER sowan ke Kantor MUI Jawa Barat. ; Presiden mendatangi ulama.; Insya Allah Indonesia berkah. ; #GerakanIndonesiaBersyukur,0,0,0,0,0,0,0,0,0,0,0,0
yang belum tidur cepetan tidur nanti digigit onta hloo :D',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER Waduh yang begini mending bikin google form aja takutnya yg ngerep diusilin sama cowok2 bejad:(',0,0,0,0,0,0,0,0,0,0,0,0
bangga lihat gubernur indonesia ini ð??? bismillah ya Pak #aniespresiden2019,0,0,0,0,0,0,0,0,0,0,0,0
Mendukung rezim yg merampas tanah termasuk yg destrukrif ngga? *eh',0,0,0,0,0,0,0,0,0,0,0,0
Agak lucu kalo ada org yg mempolisikan RG krn setahu saya RG tak menyebut scr specifik kitab agama tertentu; ; Jauh panggang dari api...,0,0,0,0,0,0,0,0,0,0,0,0
"USER kok kayak tau ya kak :' apa ya kak :' ga asing gitu(?)""",0,0,0,0,0,0,0,0,0,0,0,0
"USER Loh..... ini kan digaji sebagai anggota DPR.....kok APBN yang sudah disahkan sendiri , nggak tau......'",0,0,0,0,0,0,0,0,0,0,0,0
"Perbuatan LGBT merupakan 1 dosa. Menuduh org lain melakukan perbuatan itu merupakan dosa besar. Men-cari2 kesalahan org dlm maksiat peribadi antara dia dan Allah merupakan dosa yg dilarang oleh agama. Tp jika maksiat itu dibuat secara terbuka, bantahan p",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Karena sebutan rumah Presiden adalah istana, maka bnyak calon *raja2* ingin berkuasa dgn berbagai cara dgn cara mengorbankan rakyat dan negara yg diobok2 aturan hidup bernegara. Harus diganti sebutan Istana menjadi Rumah Rakyat..",0,0,0,0,0,0,0,0,0,0,0,0
"USER Hutang karena belanja lebih besar dari pendapatan, DPR RI menyetujui APBN. DPR RI HRUS mengontrol pengeluaran ( efisien, efektif) jgn boros, perangi korupsi, bantu pemerintah (baca rakyat Indonesia) utk naikkan pend.pajak.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Sebab johor antara negeri paling pesat pembangunan, penting untuk ada golongan professional yang menjaga agama.",0,0,0,0,0,0,0,0,0,0,0,0
"USER Apa kabar Boss-boss partai yang dia dukung ya? \nMenteri\xe2\x82\x82 perempuan? Komunis? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nMungkin dia belum makan, Pak.'",0,0,0,0,0,0,0,0,0,0,0,0
"Mungkin aku termasuk golongan yg nekat, iya nekat. Beli barang yg udah cacat dg resiko yg banyaknya tak terkira.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Liat onta dinamani langsung nyerbu tempat wisatanya sekaliaan pengen wisata gratisss hhhh',0,0,0,0,0,0,0,0,0,0,0,0
USER yanan ada acara di cina',0,0,0,0,0,0,0,0,0,0,0,0
"Byk lagi isu umat islam yg berlaku. Lgbt dikatakan dosa peribadi. Hatta tu maksiat paling jelas kena cegah sbb kisah kaum nabi luth dh dirakamkan dalam alquran.\n\nPersoalan dia, kita rujuk atau tak alquran dalam kehidupan kita?'",0,0,0,0,0,0,0,0,0,0,0,0
"Kalau rakyat Jawa Barat menginginkan perubahan mendasar untuk pembangunan Jawa barat yanag signifikan, maka tidak ada pilihan selain memilih Gubernur yang selaras dengan Program2 Presiden Jokowi :); #HASANAH2Menang",0,0,0,0,0,0,0,0,0,0,0,0
USER Dia Kristen ibu',0,0,0,0,0,0,0,0,0,0,0,0
USER Meteor Garden cina udah mulai noh ...',0,0,0,0,0,0,0,0,0,0,0,0
Cara paling rasional dan realistis dalam menilai kepemimpinan Presiden Jokowi adalah: sejauh mana dia telah membawa perbaikan dalam berbagai aspek pembangunan dan kesejahteraan masyarakat dibandingkan dengan sebelumnya. Jika cukup banyak maka sangat layak,0,0,0,0,0,0,0,0,0,0,0,0
kuliner arabpun menjadi bagian dari akulturasi budaya Arab-Indonesia yang terjadi sejak ratusan tahun lalu.,0,0,0,0,0,0,0,0,0,0,0,0
"\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4 \xe3\x85\xa4bagian profil.\n\nNama Lengkap : Elizabeth Bennett. \n\nMarga : Kang.\n\nNama Panggilan : Bebe, Liza, Eel.\n\nTempat, Tanggal Lahir : Jakarta, 1 Januari 1996.\n\nAgama : Kristen.'",0,0,0,0,0,0,0,0,0,0,0,0
"Selalu kalau makan, aku asing bawang bawang ni letak tepi. Mungkin kena apply kat life juga \xf0\x9f\xa4\x94'",0,0,0,0,0,0,0,0,0,0,0,0
"Berdasarkan ayat al quran, Allah tidak akan menghilangkan ilmu itu sekelip mata tetapi hilangnya ilmu itu kerana hilangnya para ulama di muka bumi lalu dilantik ketua drpd manusia yang jahil """,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Ajarannya harusnya sama. Sama2 bersumber dari kitab Weda. Bisa jadi juga beda tafsir. Tapi secara umum 5 dasar kepercayaan sama : percaya brahman, atman, karma, reinkarnasi dan moksa. \nKl ritual, hari raya, cara sembahyang kebany",0,0,0,0,0,0,0,0,0,0,0,0
"USER gue gatau apa muka gue yg begini apa dia yang bego apa gmn MASA GUE UDH PAKE JILBAB TEMEN GUE FIRST IMPRESSION NYA KE GUE, gue org kristen:)))'",0,0,0,0,0,0,0,0,0,0,0,0
"Gubernur Anies Baswedan bertemu dengan Menteri Dalam Negeri Kerajaan Maroko, Noureddine Boutayeb di Rabat (18 April 2018). Pertemuan bilateral tersebut membahas banyak hal dan saling berbagi perkembangan ekonomi politik selama 20 tahun terakhir.",0,0,0,0,0,0,0,0,0,0,0,0
Komisi I DPR RI Berharap Mutasi Perwira Dilakukan Panglima TNI yang Baru',0,0,0,0,0,0,0,0,0,0,0,0
USER Kebijakan dlm pengembalian brng yg cacat/rusak kpd konsumen dlm waktu 7 hr tnpa krumitan #HausMiniQuiz #HausID USER USER USER',0,0,0,0,0,0,0,0,0,0,0,0
"Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2018; Dw",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Ku yg mukanya pas umur 16, literally kentang, bukan yg mulus bersih tanpa cacat spt yg kau bilang, aku can't relate. Skincare tuh sesimple fw aja perlu bgt""",0,0,0,0,0,0,0,0,0,0,0,0
USER Belomm ð??­ð??­ susah banget ini cari jumlah peminat budaya indo di korsel. Giliran nemu tapi sumbernya ga akurat. Kamu gimana?,0,0,0,0,0,0,0,0,0,0,0,0
Mendampingi JOKOWI Di HARLAH PMII Di BANDUNG.. CAK IMIN Balik JAKARTA dengan PESAWAT KEPRESIDENAN BERSAMA PRESIDEN.. JOIN 2019; ; #CakIminTheNextWapres; #JOIN2019; ; USER USER; USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Pak USER Presidennya, Pak USER Mentri Keuangannya...\nKarena jadi seorang Presiden itu tak hanya soal otak ekonomi saja yang harus diperhatikan tapi byk faktor...kalau saya jelaskan dsni nanti ada yg",0,0,0,0,0,0,0,0,0,0,0,0
"USER Pak USER lihat beda pemahaman Islam antara Gus Mus dan Ba'asyir, isi Quran harus Anda buat JELAS",0,0,0,0,0,0,0,0,0,0,0,0
"4. Menurut Presiden USER, menjelang penyelenggaraan yang sudah semakin dekat ini, publikasi luas merupakan hal yang penting baik di media nasional maupun internasional #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0,0,0,0
"USER Saya lebih ke curiga aja bib, tau2 takjilnya ada sianida, membunuh gantinya bom.. uwuwuww'",0,0,0,0,0,0,0,0,0,0,0,0
Pernah mendengar kisah Presiden Soekarno dan masjid yang ditutup pemerintah Uni Soviet? ; Mari simak informasi berikut! ; ; #NahdlatulUlama #IslamNusantara #Islam #NU #Aswaja #Soekarno #Indonesia #NikitaKruschev #UniSoviet,0,0,0,0,0,0,0,0,0,0,0,0
"Warga Banjar Sandan, Desa Bangli -Baturiti menyatakan sikap dukung Pilkada Bali damai, tolak Hoax",0,0,0,0,0,0,0,0,0,0,0,0
USER Pak RR sepertinya anda harus belajar mempergunaakan hati anda untuk mengeluarkan statemen. Apakah dengan Gubernur baru bisa menghasilkan karya JALAN LINGKAR Semanggi tanpa mengeluarkan dana APBD..nanti kita sama2 akan lihat. who is the real lead,0,0,0,0,0,0,0,0,0,0,0,0
"Berusaha mendamaikan diri. Sama dengan slogan ""big is beautiful""-nya orang-orang gendut dan ""sumber pendapatan terbesar negara""-nya para perokok~ URL",0,0,0,0,0,0,0,0,0,0,0,0
"Kunjungan Presiden Joko Widodo pada #PadaKaryaTunai di Pelabuhan Ratu, Sukabumi. ; ; Desa Citarik telah berhasil merubah desanya dari tempat pembuangan sampah yang bau dan kumuh menjadi tepat wisata resapan air dan menjadikan sampah sebagai produk yang mem",0,0,0,0,0,0,0,0,0,0,0,0
USER: Betapa Tubuh di Indonesia itu terkepung dan tersandera. Tubuh disasar oleh rezim untuk mengukuhkan kekuasaan sistemik.',0,0,0,0,0,0,0,0,0,0,0,0
Sama Cultural &amp; Critical Studies.. Alhamdulillah udah lulus ku terlepas dari penderitaan ð??­,0,0,0,0,0,0,0,0,0,0,0,0
"Vivo V9 Grand Launch! Disiarkan langsung dari Candi Borobudur dan 12 stasiun TV nasional, jadilah saksi perpaduan sempurna antara teknologi mutakhir, budaya, dan fashion pada 29 maret 2018 jam 8 malam. USER #VivoV9 #Vivo #VivoV9GrandLaunch",0,0,0,0,0,0,0,0,0,0,0,0
USER Intoleransi adalah mitos bagi komunis yg takut agama!!\nTeroris adalah mitos alat komunis memarginalkan agama!\nKorupsi adalah mitos bagi maling teriak dirampok!!',0,0,0,0,0,0,0,0,0,0,0,0
aku menhindar bukan karena aku munafik tapi aku sadar aku ini siapa',0,0,0,0,0,0,0,0,0,0,0,0
"Pak Jokowi di sambut hangat masyarakat Papua dgn pakaian kebesaran adat Papua, inilah keanekaragaman suku agama bangsa Indonesia, apakah dengan alasan Sara terus kita ribut2 Perbedaan adalah Rahmat dari Tuhan.,USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0
"\xc2\xb6 {{ INTINYA saya mencintai apa yang saya cintai dan yg mau mencintai saya. Gak peduli siapapun kamu, mau cewe, cowo, straight, gay, lesbian, transgender, whatever who you are, kalo kamu baik sama aku, aku akan baik.'",0,0,0,0,0,0,0,0,0,0,0,0
"Serapat apapun kita menyembunyikan bangkai , lama kelamaan akan tercium juga .'",0,0,0,0,0,0,0,0,0,0,0,0
"Suku Mosuo di perbatasan Cina dan Tibet, adalah suku pelaku poliandri (wanita bersuami banyak). Kepala keluarga juga dipegang #anehdidunia'",0,0,0,0,0,0,0,0,0,0,0,0
